Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P275,F1334,Delta,SEA,JFK,2024-10-19 10:01:45,121,On-time,1196,216.0,76,Female,High,Emergency,First,0,Platinum,Online,9.709818286506884,5.0,19,0,0,Window,112
P276,F669,Southwest,SFO,SFO,2023-09-09 22:37:33,167,On-time,1891,344.52,68,Female,Medium,Emergency,Premium Economy,0,Platinum,Online,8.206253600722492,2.0,2,0,0,Aisle,1
P277,F1407,United,SFO,ATL,2023-06-23 05:06:02,208,Delayed,701,362.04,29,Female,Low,Leisure,Business,0,Gold,Desk,8.495856941695928,8.0,79,0,0,Window,1
P278,F58,American Airlines,SEA,LAX,2024-06-27 23:09:36,155,On-time,1159,448.93,20,Female,Medium,Family,Economy,0,Silver,Mobile App,8.424291464007888,2.0,8,0,0,Middle,91
P280,F899,United,ATL,DFW,2024-09-04 16:24:18,189,On-time,1694,595.33,30,Male,High,Family,Economy,0,Silver,Mobile App,8.692151063317525,10.0,46,0,0,Window,86
P281,F697,JetBlue,JFK,ATL,2025-04-21 17:55:57,259,Cancelled,1418,403.06,61,Male,Low,Emergency,Economy,1,Platinum,Desk,7.242019487928744,15.0,66,0,0,Window,100
P285,F1033,United,SEA,ATL,2025-02-11 02:31:49,206,On-time,1258,404.69,19,Female,Low,Emergency,Business,0,Silver,Mobile App,7.390192185186727,12.0,87,0,0,Middle,18
P286,F1063,JetBlue,DFW,DFW,2023-08-03 12:37:03,140,On-time,1400,311.14,31,Female,Medium,Leisure,Premium Economy,3,Gold,Airport Kiosk,7.69480050885381,10.0,99,0,0,Aisle,1
P289,F1403,JetBlue,LAX,JFK,2025-02-08 12:59:49,89,Cancelled,1596,380.63,68,Male,Low,Leisure,Premium Economy,1,Silver,Mobile App,8.349148002591006,4.0,6,0,0,Window,89
P290,F704,Delta,DFW,ATL,2024-07-26 18:07:36,282,On-time,528,272.47,47,Female,Low,Family,Economy,1,Silver,Online,7.789367004440484,11.0,48,0,0,Middle,31
P292,F1191,Delta,LAX,DEN,2024-12-27 03:18:42,164,On-time,1353,271.94,41,Male,Medium,Emergency,Economy,1,Silver,Online,6.9656641507170045,4.0,114,0,0,Window,31
P294,F1569,United,LAX,DEN,2024-10-24 20:23:39,143,On-time,934,416.95,29,Female,Medium,Family,Economy,2,Silver,Desk,6.552552057895967,0.0,26,0,0,Aisle,67
P295,F1813,Southwest,ATL,ORD,2025-01-16 23:56:46,129,On-time,1443,392.71,48,Male,Low,Family,Business,0,Platinum,Desk,8.712286014904885,8.0,56,0,0,Middle,54
P301,F409,JetBlue,DFW,ORD,2025-03-21 06:50:24,237,On-time,750,220.14,55,Male,Medium,Business,Economy,2,Gold,Mobile App,7.53563476280064,6.0,89,0,1,Aisle,68
P304,F1437,American Airlines,JFK,DEN,2023-05-18 03:05:03,185,On-time,1095,163.66,51,Male,Low,Emergency,First,1,Silver,Airport Kiosk,8.122413102609588,40.0,53,0,0,Middle,69
P306,F1801,United,JFK,SEA,2023-11-01 06:39:20,125,On-time,1438,413.69,58,Female,Medium,Emergency,Economy,2,Gold,Mobile App,6.577318769506931,13.0,94,0,1,Aisle,10
P308,F290,American Airlines,LAX,LAX,2023-07-13 23:07:35,189,On-time,680,386.37,40,Female,Medium,Business,Economy,3,Silver,Desk,7.82860325113616,4.0,81,0,1,Aisle,15
P311,F1638,United,JFK,ORD,2023-07-27 07:01:01,151,On-time,1061,371.82,69,Female,Low,Leisure,Business,1,Silver,Desk,8.628792202435983,1.0,92,0,0,Aisle,58
P313,F818,JetBlue,SEA,SFO,2024-03-08 18:04:26,149,On-time,1645,403.6,44,Male,Low,Leisure,Premium Economy,0,Silver,Online,8.84310055322607,3.0,32,0,1,Middle,79
P314,F549,JetBlue,JFK,ORD,2023-08-01 11:25:22,141,On-time,1140,522.67,79,Female,Low,Leisure,Economy,1,Platinum,Online,8.67098000356857,7.0,109,0,0,Window,92
P315,F1453,JetBlue,ATL,SFO,2023-11-14 08:18:28,108,On-time,1465,567.9,38,Female,Low,Family,Business,0,Gold,Online,7.219627013063221,11.0,41,0,0,Middle,2
P317,F86,American Airlines,ORD,ORD,2025-01-04 23:02:14,158,On-time,1181,302.44,31,Male,Medium,Family,Economy,1,Platinum,Online,7.394182294369104,22.0,4,0,0,Window,58
P318,F1721,JetBlue,DEN,DFW,2025-01-19 23:02:41,102,On-time,1169,426.86,79,Female,Medium,Family,Economy,0,Silver,Desk,7.552273824109443,7.0,112,0,0,Aisle,35
P320,F280,United,LAX,SEA,2024-02-26 01:32:06,153,On-time,1176,372.33,59,Male,Medium,Family,Economy,0,Gold,Airport Kiosk,6.779390086705335,15.0,108,0,1,Window,89
P321,F1347,American Airlines,LAX,JFK,2025-03-17 12:16:45,142,On-time,1075,419.23,67,Male,Low,Family,Business,3,Platinum,Airport Kiosk,8.941105150299892,12.0,86,0,0,Aisle,66
P323,F1184,American Airlines,LAX,DFW,2023-09-20 04:45:44,290,On-time,1105,393.92,70,Female,Low,Leisure,Economy,2,Gold,Online,7.20527638670863,3.0,81,0,1,Middle,19
P324,F1997,United,SEA,SEA,2024-11-08 17:48:14,297,On-time,819,325.7,26,Female,Low,Business,Premium Economy,0,Gold,Mobile App,8.024456169146655,4.0,104,0,1,Middle,95
P326,F173,American Airlines,SEA,ORD,2024-07-31 16:00:53,197,On-time,979,588.47,70,Female,Medium,Family,Economy,0,Silver,Online,6.795771369379447,4.0,77,0,0,Middle,51
P329,F209,Delta,DEN,LAX,2023-11-09 18:07:44,135,On-time,1059,303.93,37,Male,Low,Business,Economy,0,Platinum,Mobile App,7.627851590049213,0.0,96,0,0,Window,39
P331,F854,American Airlines,LAX,DFW,2024-01-04 06:30:52,165,On-time,799,248.5,26,Female,Medium,Emergency,Premium Economy,0,Gold,Mobile App,8.623234753572106,13.0,109,0,0,Middle,81
P332,F605,Southwest,JFK,LAX,2023-05-10 10:02:14,198,Delayed,1533,233.47,27,Male,Medium,Family,Premium Economy,3,Gold,Airport Kiosk,9.11311588157347,9.0,53,0,0,Middle,103
P335,F1759,JetBlue,ORD,JFK,2024-08-18 20:59:18,254,On-time,1374,285.36,58,Male,Medium,Leisure,Economy,0,Silver,Airport Kiosk,6.959356568780428,5.0,103,0,0,Window,91
P338,F1413,JetBlue,DEN,SFO,2024-10-12 22:02:46,152,Delayed,1505,409.25,46,Female,Low,Family,Economy,0,Silver,Mobile App,7.263576875736819,27.0,39,0,0,Window,49
P339,F620,American Airlines,DFW,LAX,2024-12-31 05:05:38,215,Delayed,1206,363.93,40,Female,Medium,Family,Economy,2,Silver,Desk,6.126615447653599,6.0,14,0,0,Middle,22
P340,F1153,Southwest,DFW,DEN,2025-02-04 12:27:07,146,On-time,1223,256.83,68,Male,Low,Business,Economy,2,Silver,Mobile App,7.182467272459501,17.0,20,0,0,Aisle,30
P341,F1128,JetBlue,ATL,SFO,2025-04-17 21:17:24,159,On-time,1176,295.51,48,Male,Medium,Emergency,Economy,2,Silver,Online,8.872078892778315,2.0,24,0,0,Middle,93
P343,F677,Delta,LAX,JFK,2024-02-13 02:57:57,221,On-time,1193,446.82,49,Male,High,Emergency,Economy,0,Silver,Desk,9.1708408952563,5.0,44,0,0,Window,98
P344,F410,JetBlue,DFW,LAX,2023-07-24 13:13:33,193,Delayed,952,273.54,54,Female,Medium,Business,Premium Economy,1,Silver,Online,7.330754442977733,20.0,39,0,0,Aisle,6
P346,F1419,American Airlines,DEN,DFW,2024-06-17 04:10:00,90,Delayed,1191,543.03,76,Male,Medium,Emergency,Premium Economy,1,Silver,Online,8.768445948537309,0.0,72,0,0,Middle,89
P347,F762,Southwest,ATL,SEA,2024-10-19 23:59:35,206,On-time,1447,402.46,35,Female,Medium,Leisure,Economy,2,Platinum,Online,8.071724633011126,30.0,81,0,0,Window,111
P348,F33,Delta,ATL,ORD,2023-04-29 00:28:21,165,On-time,992,270.07,72,Female,Medium,Leisure,Economy,3,Silver,Desk,8.62256910617547,9.0,103,0,0,Aisle,120
P351,F1561,Southwest,ORD,ORD,2025-02-24 16:20:36,204,Delayed,1281,481.95,38,Male,Low,Family,Economy,0,Silver,Online,8.543904836477237,27.0,5,0,0,Window,112
P353,F16,United,DFW,SFO,2024-11-05 05:24:53,146,Delayed,948,239.24,54,Male,Low,Family,Economy,0,Silver,Desk,6.370882676755226,30.0,98,1,0,Middle,0
P354,F538,Delta,JFK,JFK,2025-04-05 06:02:58,155,On-time,1191,397.99,45,Female,Medium,Leisure,First,0,Gold,Online,8.88466282747386,5.0,60,0,0,Aisle,47
P355,F670,United,JFK,SEA,2025-03-08 07:21:46,128,On-time,1548,487.29,46,Female,Low,Family,Business,1,Platinum,Mobile App,7.880866562930698,11.0,27,0,0,Middle,11
P357,F1884,United,SFO,LAX,2024-04-14 18:55:32,242,On-time,1298,349.33,65,Female,High,Family,Premium Economy,0,Silver,Airport Kiosk,7.303500635843155,18.0,106,0,1,Window,36
P358,F1845,Delta,LAX,LAX,2025-02-06 12:37:28,245,Delayed,1748,246.57,75,Male,Medium,Business,Economy,2,Gold,Mobile App,7.2984331338074675,4.0,61,0,1,Middle,31
P362,F224,American Airlines,DFW,DFW,2023-10-09 11:04:25,151,On-time,1071,266.73,38,Female,Medium,Emergency,Business,2,Silver,Desk,7.6069770168920705,19.0,102,0,0,Middle,98
P363,F892,United,JFK,SEA,2023-05-21 23:28:15,163,On-time,720,295.51,74,Female,Low,Family,Economy,3,Silver,Desk,8.127158378036688,1.0,7,0,0,Aisle,18
P366,F1458,Southwest,SFO,DFW,2025-01-26 02:17:13,191,On-time,603,380.21,72,Male,Low,Business,Economy,1,Gold,Airport Kiosk,5.799730489458817,50.0,98,0,0,Aisle,2
P368,F1549,JetBlue,LAX,DEN,2023-11-28 07:43:34,243,On-time,1109,308.54,61,Male,Medium,Emergency,Economy,0,Gold,Mobile App,7.47379282583803,6.0,46,0,0,Aisle,23
P369,F1618,Southwest,LAX,JFK,2023-12-08 02:25:39,120,On-time,770,395.81,79,Male,Low,Business,Economy,2,Gold,Airport Kiosk,7.165694603026212,8.0,21,0,0,Middle,53
P371,F850,American Airlines,ATL,LAX,2024-12-31 05:43:09,178,Cancelled,1405,443.05,32,Male,Low,Leisure,Business,0,Gold,Airport Kiosk,7.80794874301919,30.0,0,0,0,Window,32
P372,F896,Southwest,SEA,DEN,2024-01-19 07:16:40,226,On-time,880,358.21,61,Female,Medium,Family,Business,1,Platinum,Online,8.599925055276497,3.0,68,0,0,Aisle,23
P373,F1621,United,SFO,LAX,2024-07-15 07:00:08,193,On-time,1368,276.67,60,Female,Low,Business,Economy,0,Gold,Desk,7.592539145495088,1.0,113,0,0,Aisle,115
P379,F772,American Airlines,JFK,ORD,2024-11-30 14:21:12,188,On-time,912,310.77,51,Male,Medium,Emergency,Premium Economy,2,Silver,Desk,8.52846410102229,14.0,117,0,0,Middle,103
P382,F981,American Airlines,LAX,ATL,2023-10-02 07:44:44,227,Delayed,1461,335.42,18,Male,High,Business,Premium Economy,1,Silver,Mobile App,7.514405900767013,0.0,98,0,0,Middle,111
P385,F453,Delta,SFO,SEA,2024-03-22 01:25:27,151,On-time,1048,316.76,20,Male,Medium,Business,First,2,Gold,Mobile App,7.942104525366831,18.0,14,0,1,Aisle,24
P386,F345,American Airlines,ATL,DEN,2024-12-20 21:04:30,188,On-time,1170,593.93,40,Male,Low,Emergency,Business,2,Platinum,Desk,8.578731703854663,5.0,29,0,0,Middle,92
P387,F230,American Airlines,DFW,JFK,2025-04-03 02:45:33,176,Delayed,871,451.64,76,Female,Medium,Business,Economy,1,Gold,Online,7.462913999004126,4.0,98,0,0,Middle,17
P393,F1531,United,LAX,LAX,2025-02-05 22:33:58,153,On-time,1550,395.35,54,Female,Medium,Emergency,First,0,Silver,Desk,8.895249703538592,1.0,75,0,0,Middle,79
P394,F21,United,ORD,SEA,2025-02-04 21:20:07,190,On-time,1261,264.48,68,Female,Medium,Emergency,Economy,0,Silver,Online,7.2063166307047695,28.0,43,1,0,Window,60
P396,F735,American Airlines,ORD,LAX,2024-03-17 03:56:49,119,On-time,1742,537.88,75,Male,Medium,Family,Business,2,Gold,Airport Kiosk,8.641431731500353,2.0,62,0,1,Window,99
P398,F1031,JetBlue,ORD,JFK,2025-02-28 16:35:53,174,On-time,1621,310.36,77,Male,High,Emergency,Economy,2,Platinum,Airport Kiosk,8.527882193223626,4.0,81,0,0,Window,67
P403,F862,Southwest,DEN,DFW,2023-11-04 22:15:06,140,On-time,937,515.73,38,Male,Medium,Emergency,Economy,2,Silver,Online,6.145245222741347,10.0,16,0,0,Window,19
P404,F1702,United,JFK,SFO,2024-11-16 18:42:18,269,On-time,1599,233.9,42,Female,Medium,Emergency,Economy,2,Silver,Mobile App,7.495139247374303,32.0,72,0,0,Aisle,119
P410,F1006,Delta,SEA,LAX,2024-12-15 15:56:48,164,On-time,1630,342.07,64,Male,Low,Business,Economy,2,Platinum,Online,7.774306005143473,3.0,10,0,1,Window,47
P411,F893,United,JFK,ORD,2023-10-02 23:38:54,125,On-time,1337,372.16,43,Female,Medium,Family,Economy,2,Silver,Airport Kiosk,8.199925766907304,4.0,81,0,1,Aisle,75
P414,F1131,Delta,ORD,DFW,2025-02-02 05:52:25,85,On-time,1374,324.57,18,Female,Low,Family,Economy,3,Gold,Online,7.6239944182552195,19.0,5,0,0,Middle,85
P415,F1263,Southwest,ORD,LAX,2024-03-25 13:08:36,132,On-time,565,389.9,65,Male,Low,Leisure,Business,2,Platinum,Online,9.55570968579138,4.0,117,0,0,Middle,118
P417,F829,Delta,LAX,ATL,2024-02-08 19:04:59,149,On-time,1140,423.54,62,Male,Low,Business,Economy,3,Silver,Desk,8.287410438874826,1.0,61,0,0,Aisle,109
P419,F287,Southwest,JFK,DFW,2023-07-23 07:18:47,135,On-time,1116,333.12,18,Female,Low,Business,Economy,3,Silver,Airport Kiosk,6.869873582190324,12.0,73,0,0,Aisle,37
P420,F1702,Southwest,ORD,ORD,2023-07-20 18:37:19,82,On-time,1108,373.05,35,Male,Medium,Emergency,Economy,1,Platinum,Airport Kiosk,7.758019547824003,11.0,79,0,1,Middle,101
P421,F1545,American Airlines,LAX,DEN,2025-04-09 01:14:28,187,On-time,1413,141.77,56,Male,Medium,Family,Economy,1,Silver,Airport Kiosk,7.99282005599131,21.0,91,1,0,Aisle,108
P422,F35,Southwest,LAX,ATL,2025-02-23 06:21:49,294,On-time,1268,402.34,76,Female,Low,Family,Economy,2,Gold,Airport Kiosk,7.075929135164001,1.0,99,0,0,Aisle,50
P423,F1889,Delta,SFO,ATL,2023-07-14 05:57:18,214,On-time,810,228.7,55,Male,Medium,Family,Economy,0,Silver,Desk,7.958872637203492,3.0,102,0,0,Aisle,53
P424,F466,United,SFO,SEA,2024-11-05 17:59:57,193,On-time,1155,398.97,67,Male,Low,Emergency,Economy,0,Silver,Airport Kiosk,6.835439139267904,9.0,76,0,0,Window,7
P425,F1279,JetBlue,SEA,JFK,2025-01-18 12:42:33,59,On-time,1302,368.18,56,Male,Medium,Business,Premium Economy,0,Silver,Online,8.338915450406303,2.0,20,0,1,Aisle,26
P427,F1376,Delta,SEA,SFO,2023-12-16 07:14:09,199,On-time,1275,433.7,72,Male,Medium,Leisure,Premium Economy,0,Silver,Airport Kiosk,9.092650221683066,21.0,10,0,0,Window,97
P429,F732,United,DFW,ATL,2023-11-15 15:25:13,137,On-time,1023,456.16,22,Male,Low,Leisure,Economy,1,Gold,Online,7.062898846885944,0.0,8,0,0,Window,29
P431,F69,JetBlue,DEN,LAX,2024-05-04 04:58:50,246,On-time,1354,127.8,38,Male,Low,Family,Economy,4,Gold,Online,6.759560405352561,1.0,78,0,0,Middle,27
P434,F944,Delta,JFK,ORD,2025-04-17 00:22:43,240,On-time,361,453.74,31,Male,High,Emergency,Economy,1,Platinum,Airport Kiosk,7.766669998013617,19.0,114,0,0,Middle,96
P435,F157,Southwest,LAX,JFK,2023-06-26 23:45:48,298,On-time,1327,263.15,51,Female,High,Family,Premium Economy,1,Silver,Online,7.673078650050918,4.0,117,0,0,Aisle,68
P437,F1378,Delta,SFO,LAX,2023-10-15 13:41:55,112,Cancelled,1093,484.73,74,Male,Medium,Business,Economy,2,Gold,Online,7.019373350545951,2.0,11,0,1,Middle,47
P438,F1916,United,DEN,LAX,2024-02-08 18:24:32,175,On-time,1388,247.41,39,Male,Medium,Emergency,Premium Economy,2,Gold,Airport Kiosk,7.768700178430624,3.0,93,0,0,Middle,18
P439,F711,American Airlines,ATL,ATL,2024-09-28 04:44:59,121,On-time,823,196.04,61,Female,Low,Emergency,Premium Economy,0,Gold,Mobile App,6.607197632726284,18.0,4,0,0,Window,3
P440,F1523,United,SFO,SFO,2024-07-08 06:46:47,62,On-time,992,312.18,31,Female,High,Family,Economy,2,Silver,Mobile App,7.420709679192391,8.0,60,0,0,Window,34
P441,F589,Southwest,JFK,ATL,2023-07-25 11:39:40,175,On-time,1560,381.53,53,Male,Medium,Leisure,Economy,4,Platinum,Desk,6.629798700909568,0.0,17,0,0,Window,63
P443,F774,United,DFW,ATL,2023-10-28 08:47:30,152,On-time,869,376.1,66,Female,Medium,Business,Economy,0,Silver,Online,7.2805911609506335,4.0,80,0,0,Aisle,16
P444,F1335,Delta,ATL,LAX,2024-09-04 10:24:24,239,On-time,1859,304.83,64,Female,Medium,Leisure,Business,4,Silver,Desk,8.401685225601105,8.0,39,0,0,Middle,43
P446,F251,JetBlue,LAX,ORD,2024-11-01 17:23:44,55,On-time,1029,523.35,25,Female,Medium,Family,Economy,0,Silver,Online,6.89429022922912,6.0,42,0,0,Aisle,29
P449,F746,Delta,ORD,SEA,2025-01-22 06:56:39,171,On-time,1263,235.96,20,Female,Medium,Emergency,Economy,1,Gold,Desk,8.852992935072024,3.0,53,0,0,Aisle,116
P450,F408,United,ORD,SEA,2025-04-11 02:49:33,194,On-time,1381,473.54,78,Female,Low,Emergency,Economy,1,Silver,Online,6.477453298157333,7.0,11,0,0,Aisle,5
P451,F1545,Delta,ORD,LAX,2023-06-27 20:20:40,282,On-time,1293,297.54,70,Female,Medium,Business,Economy,1,Silver,Mobile App,6.983341528790857,14.0,74,0,0,Aisle,98
P452,F653,Delta,LAX,ORD,2025-03-01 02:30:15,249,Cancelled,769,287.44,68,Male,Medium,Family,Economy,1,Gold,Desk,8.693457405488012,15.0,10,0,0,Window,104
P454,F523,American Airlines,JFK,SEA,2023-10-21 12:15:07,201,On-time,1420,341.15,39,Female,Medium,Family,Economy,1,Platinum,Mobile App,6.6138776733438425,9.0,56,0,0,Middle,23
P459,F1958,Southwest,SEA,LAX,2025-03-19 19:07:56,159,On-time,1125,384.51,65,Male,Medium,Family,Economy,1,Silver,Desk,7.694986031936202,6.0,59,0,0,Middle,94
P460,F532,American Airlines,DFW,JFK,2024-12-06 06:10:03,261,On-time,542,415.97,60,Female,Medium,Emergency,Economy,1,Platinum,Airport Kiosk,8.729059660850082,11.0,28,0,0,Middle,98
P462,F256,American Airlines,LAX,DFW,2023-12-17 05:47:27,258,Delayed,1222,380.8,49,Female,High,Emergency,Economy,1,Silver,Mobile App,8.00642398144882,1.0,106,0,0,Middle,96
P463,F1612,United,SFO,DEN,2024-04-13 05:08:08,107,Delayed,892,281.53,51,Female,Medium,Emergency,Economy,0,Platinum,Mobile App,7.182195883031979,18.0,37,0,1,Aisle,115
P467,F488,Delta,ATL,SEA,2024-04-19 03:06:01,257,On-time,495,76.32,38,Male,High,Business,Premium Economy,1,Silver,Online,9.18423572377994,13.0,67,0,0,Aisle,86
P470,F6,JetBlue,ORD,SFO,2023-08-01 18:07:24,181,On-time,1474,296.82,22,Male,Medium,Business,Premium Economy,1,Silver,Mobile App,7.627411775602551,5.0,5,0,0,Middle,17
P471,F190,Southwest,SEA,JFK,2024-06-10 22:38:14,185,On-time,1378,321.08,54,Male,Medium,Business,Economy,3,Gold,Desk,7.252569884743724,13.0,62,0,0,Window,24
P472,F1229,Southwest,DFW,SEA,2024-04-16 18:27:56,171,On-time,1182,523.24,34,Male,Medium,Leisure,Economy,0,Gold,Airport Kiosk,9.166635437472324,9.0,46,0,1,Middle,105
P473,F1786,American Airlines,ATL,LAX,2024-03-08 19:52:27,256,On-time,1684,422.76,70,Female,Medium,Leisure,Economy,2,Gold,Airport Kiosk,7.779289318827807,8.0,76,0,0,Window,94
P476,F1883,JetBlue,DFW,DEN,2023-11-23 00:20:40,159,Delayed,1304,191.33,32,Male,Low,Business,Economy,2,Platinum,Mobile App,7.93702064720439,3.0,15,0,0,Middle,66
P479,F1506,Delta,ORD,SFO,2024-03-29 16:29:47,260,On-time,1443,354.4,34,Female,High,Leisure,First,0,Platinum,Mobile App,8.944099190422559,20.0,91,0,0,Middle,23
P481,F400,American Airlines,DEN,DFW,2024-12-23 01:28:17,72,On-time,1129,423.56,78,Male,Medium,Emergency,Premium Economy,4,Silver,Online,6.506122030666016,21.0,12,0,0,Aisle,31
P482,F457,Delta,DEN,SFO,2025-04-09 22:41:09,154,Delayed,1227,376.0,78,Male,Medium,Family,Premium Economy,2,Silver,Desk,7.829375917911007,10.0,50,0,1,Aisle,46
P483,F1069,JetBlue,LAX,ATL,2023-09-25 11:40:31,327,Delayed,1537,435.09,53,Male,Medium,Emergency,Premium Economy,1,Silver,Airport Kiosk,7.287425310269791,17.0,44,0,0,Aisle,85
P484,F180,United,SEA,DEN,2023-07-20 18:43:42,156,On-time,658,381.48,63,Female,Low,Emergency,Economy,1,Silver,Desk,7.293098069550234,9.0,72,0,0,Middle,22
P485,F102,American Airlines,DEN,ORD,2023-07-28 15:16:56,116,Delayed,1051,364.98,71,Male,Low,Family,Premium Economy,0,Silver,Desk,7.680106460729707,11.0,51,0,0,Window,65
P486,F840,United,SEA,DEN,2023-09-19 01:26:32,139,On-time,807,295.01,56,Female,Low,Leisure,Premium Economy,0,Silver,Mobile App,8.911598735438263,5.0,70,0,0,Aisle,26
P487,F70,JetBlue,DFW,DEN,2024-12-24 11:57:01,121,On-time,1326,461.36,23,Female,High,Emergency,Economy,0,Silver,Airport Kiosk,7.945963443639969,4.0,37,1,1,Middle,105
P492,F1242,United,SFO,SEA,2024-09-12 11:55:55,137,Cancelled,1453,174.8,42,Male,Medium,Emergency,Premium Economy,3,Gold,Online,8.081880518904535,6.0,40,0,0,Window,32
P493,F1811,Southwest,DEN,DFW,2023-06-20 06:26:31,177,On-time,1644,213.22,78,Female,Medium,Emergency,Economy,0,Platinum,Mobile App,7.043371713407384,0.0,77,0,1,Middle,8
P497,F936,Delta,ATL,DFW,2025-04-18 12:54:50,211,Delayed,1271,440.06,26,Male,Medium,Family,Economy,2,Gold,Online,6.89239822400201,0.0,4,0,0,Window,38
P498,F1617,United,LAX,LAX,2025-01-15 13:57:34,188,On-time,1733,322.67,50,Female,Low,Family,Economy,2,Silver,Mobile App,8.100834209875906,0.0,9,0,1,Middle,92
P500,F214,Delta,DEN,SEA,2024-08-31 09:55:31,64,On-time,1290,394.99,62,Male,Medium,Emergency,Economy,0,Gold,Mobile App,8.595310737012726,1.0,35,0,0,Middle,118
P501,F1415,Delta,JFK,SEA,2024-06-08 02:29:23,131,On-time,1296,279.24,38,Male,Low,Business,Business,1,Platinum,Desk,8.535932742929194,3.0,99,0,0,Aisle,25
P502,F296,American Airlines,SEA,ORD,2024-07-23 05:34:44,285,On-time,858,292.24,28,Male,Low,Business,Economy,0,Platinum,Online,8.41441631314667,4.0,97,0,0,Middle,98
P504,F600,JetBlue,DFW,SEA,2023-07-16 19:06:09,176,On-time,1764,529.49,51,Female,Low,Family,Premium Economy,0,Gold,Airport Kiosk,8.4239414755641,5.0,3,0,0,Middle,24
P506,F1053,Southwest,ATL,DFW,2023-06-08 07:57:08,85,Delayed,1590,319.25,67,Female,High,Business,Economy,0,Silver,Desk,6.80789433714255,1.0,106,0,0,Aisle,12
P509,F1567,Delta,DEN,JFK,2024-08-12 04:43:25,277,On-time,941,239.54,21,Male,Medium,Emergency,Economy,0,Silver,Online,7.396875838391036,3.0,62,1,0,Aisle,56
P512,F481,United,ATL,JFK,2024-05-16 09:29:03,93,On-time,728,192.47,43,Male,Medium,Family,Economy,1,Silver,Mobile App,6.140761751525223,4.0,44,0,0,Aisle,19
P517,F1507,Southwest,SEA,JFK,2024-11-16 14:25:12,334,On-time,1096,504.34,21,Female,Medium,Family,Economy,4,Platinum,Desk,7.634132972906517,1.0,1,1,0,Aisle,13
P518,F1442,Southwest,SFO,DFW,2024-01-04 13:11:27,157,Cancelled,994,435.07,22,Male,Low,Business,Economy,2,Platinum,Desk,7.799316153071828,2.0,46,0,0,Window,75
P521,F539,United,JFK,DEN,2023-08-03 12:45:33,100,On-time,767,295.3,28,Male,Medium,Business,Premium Economy,0,Platinum,Desk,6.940178572347191,13.0,36,0,0,Window,14
P527,F771,American Airlines,ATL,SEA,2023-07-18 12:42:50,239,On-time,628,363.66,39,Male,High,Business,Premium Economy,0,Platinum,Online,6.8037621466853055,56.0,91,0,0,Aisle,62
P530,F1876,JetBlue,DFW,ORD,2024-12-18 18:04:48,113,On-time,1226,192.45,54,Male,Medium,Business,Premium Economy,1,Silver,Desk,8.454676385734551,4.0,114,0,0,Middle,24
P532,F318,United,SEA,JFK,2024-11-17 10:49:18,60,On-time,1076,395.33,40,Female,Low,Emergency,Economy,0,Gold,Mobile App,7.30970684225222,12.0,107,0,0,Middle,62
P533,F1518,JetBlue,JFK,SEA,2023-10-17 01:31:08,93,On-time,671,372.93,72,Male,Medium,Business,Premium Economy,0,Gold,Online,8.72108252573912,3.0,26,0,0,Aisle,61
P535,F853,United,DEN,DFW,2024-03-06 23:08:15,82,On-time,932,320.06,29,Female,Medium,Leisure,Economy,1,Silver,Mobile App,6.648578266204522,39.0,98,0,0,Window,57
P536,F1621,JetBlue,LAX,ORD,2023-10-24 22:04:37,267,Delayed,1260,329.16,57,Male,Low,Emergency,Premium Economy,1,Gold,Desk,8.916529967591753,4.0,34,0,0,Window,57
P537,F852,American Airlines,JFK,ATL,2023-11-23 13:01:44,151,On-time,867,163.56,44,Female,Low,Leisure,Economy,0,Gold,Airport Kiosk,7.694918561121663,9.0,43,0,0,Aisle,85
P538,F795,American Airlines,SFO,ORD,2024-01-29 01:47:22,157,Delayed,1692,342.1,75,Male,High,Leisure,Business,2,Silver,Airport Kiosk,7.7559207024378995,4.0,53,0,0,Aisle,48
P540,F1948,American Airlines,ORD,SFO,2024-01-31 21:33:36,88,On-time,1347,177.31,35,Female,Low,Family,Premium Economy,0,Gold,Mobile App,8.342740840644264,3.0,101,0,0,Aisle,41
P541,F1216,JetBlue,ATL,SEA,2023-08-05 17:23:57,201,On-time,1017,389.31,75,Female,High,Leisure,Economy,1,Silver,Desk,7.804815270000902,0.0,67,0,0,Middle,69
